Symbol,Time,Open,High,Low,Last,Change,%Chg,Volume,Open Int
ZQV16,08/29/2016,99.52,99.59,99.515,99.545,0.025,0.03%,199417,959326
ZQV16,08/22/2016,99.565,99.565,99.515,99.52,-0.05,-0.05%,153600,940010
ZQV16,08/15/2016,99.58,99.585,99.555,99.57,-0.015,-0.02%,129855,864949
ZQV16,08/08/2016,99.555,99.585,99.555,99.585,0.025,0.03%,106724,819834
ZQV16,08/01/2016,99.575,99.585,99.555,99.56,-0.02,-0.02%,131261,779034
ZQV16,07/25/2016,99.555,99.58,99.535,99.58,-0.0275,-0.03%,137079,845780
ZQN16,07/18/2016,99.6075,99.61,99.605,99.6075,0,0.00%,97902,834737
ZQN16,07/11/2016,99.6125,99.6125,99.605,99.6075,-0.005,-0.01%,84305,814804
ZQN16,07/04/2016,99.615,99.62,99.61,99.6125,-0.0075,-0.01%,126046,819250
ZQN16,06/27/2016,99.64,99.6475,99.615,99.62,-0.015,-0.02%,152021,905227
ZQN16,06/20/2016,99.625,99.67,99.625,99.635,0.005,0.01%,195284,1006174
ZQN16,06/13/2016,99.63,99.635,99.625,99.63,0,0.00%,199715,1008860
ZQN16,06/06/2016,99.615,99.63,99.61,99.63,0.015,0.02%,131056,920529
ZQN16,05/30/2016,99.54,99.62,99.535,99.615,0.065,0.07%,255111,909223
ZQN16,05/23/2016,99.555,99.56,99.525,99.55,-0.005,-0.01%,145981,975445
ZQN16,05/16/2016,99.615,99.615,99.54,99.555,-0.06,-0.06%,185639,942507
ZQN16,05/09/2016,99.61,99.62,99.605,99.615,0.01,0.01%,68421,937809
ZQN16,05/02/2016,99.595,99.62,99.59,99.605,0.01,0.01%,129076,864966
ZQN16,04/25/2016,99.575,99.6,99.545,99.595,0.015,0.02%,131044,947100
ZQK16,04/18/2016,99.635,99.635,99.57,99.58,-0.05,-0.05%,115530,990831
ZQK16,04/11/2016,99.635,99.635,99.63,99.63,0,0.00%,69294,946110
ZQK16,04/04/2016,99.63,99.635,99.625,99.63,0.005,0.01%,90146,872388
ZQK16,03/28/2016,99.605,99.63,99.605,99.625,0.015,0.02%,120660,817766
ZQK16,03/21/2016,99.615,99.615,99.595,99.61,-0.005,-0.01%,78676,794065
ZQK16,03/14/2016,99.57,99.625,99.545,99.615,0.045,0.05%,187000,800472
ZQK16,03/07/2016,99.575,99.58,99.565,99.57,-0.005,-0.01%,77025,766473
ZQJ16,02/29/2016,99.595,99.605,99.555,99.575,-0.025,-0.03%,107311,741882
ZQJ16,02/22/2016,99.61,99.61,99.595,99.6,-0.01,-0.01%,82829,798058
ZQJ16,02/15/2016,99.625,99.63,99.605,99.61,-0.02,-0.02%,68826,769743
ZQJ16,02/08/2016,99.6,99.655,99.595,99.63,0.03,0.03%,200685,765446
ZQJ16,02/01/2016,99.585,99.61,99.57,99.6,0.01,0.01%,145057,753048
ZQF16,01/25/2016,99.66,99.66,99.58,99.59,-0.0725,-0.07%,121578,796123
ZQF16,01/18/2016,99.6625,99.665,99.6575,99.6625,-0.0025,0.00%,110895,802180
ZQF16,01/11/2016,99.665,99.665,99.6625,99.665,0,0.00%,133453,759445
ZQF16,01/04/2016,99.665,99.6675,99.6625,99.665,0,0.00%,112594,709261
ZQF16,12/28/2015,99.655,99.67,99.655,99.665,0.01,0.01%,36255,729661
ZQF16,12/21/2015,99.655,99.66,99.65,99.655,0,0.00%,35290,737960
ZQF16,12/14/2015,99.695,99.695,99.65,99.655,-0.035,-0.04%,178096,753678
ZQF16,12/07/2015,99.685,99.7,99.675,99.69,0,0.00%,134076,698931
ZQF16,11/30/2015,99.69,99.7,99.68,99.69,-0.005,-0.01%,96726,662329
ZQF16,11/23/2015,99.7,99.7,99.685,99.695,-0.01,-0.01%,68120,830377
ZQF16,11/16/2015,99.725,99.73,99.7,99.705,-0.005,-0.01%,64753,779924
ZQF16,11/09/2015,99.705,99.72,99.7,99.71,-0.1625,-0.16%,42343,758490
ZQX15,11/02/2015,99.8675,99.875,99.8675,99.8725,0.0075,0.01%,89176,739080
ZQX15,10/26/2015,99.86,99.87,99.855,99.865,0.005,0.01%,96053,882540
ZQX15,10/19/2015,99.86,99.865,99.855,99.86,0,0.00%,55624,915357
ZQX15,10/12/2015,99.85,99.865,99.85,99.86,0.01,0.01%,78909,889363
ZQX15,10/05/2015,99.855,99.855,99.85,99.85,0,0.00%,58680,854695
ZQX15,09/28/2015,99.83,99.86,99.83,99.85,0.02,0.02%,118921,869490
ZQV15,09/21/2015,99.855,99.86,99.825,99.83,-0.025,-0.03%,102936,890472
ZQV15,09/14/2015,99.805,99.86,99.79,99.855,0.05,0.05%,251380,935438
ZQV15,09/07/2015,99.795,99.81,99.79,99.805,0.005,0.01%,110127,859967
ZQV15,08/31/2015,99.775,99.82,99.77,99.8,0.02,0.02%,121859,817302
ZQV15,08/24/2015,99.795,99.83,99.78,99.78,-0.01,-0.01%,172475,909992
ZQV15,08/17/2015,99.75,99.8,99.75,99.79,0.035,0.04%,104919,864630
ZQV15,08/10/2015,99.74,99.785,99.73,99.755,0.015,0.02%,112065,868372
ZQV15,08/03/2015,99.78,99.8,99.725,99.74,-0.035,-0.04%,100063,813254
ZQV15,07/27/2015,99.77,99.79,99.745,99.775,0.005,0.01%,108561,880874
ZQN15,07/20/2015,99.87,99.87,99.765,99.77,-0.1,-0.10%,38033,890874
ZQN15,07/13/2015,99.8675,99.8725,99.8675,99.87,0.0025,0.00%,70287,895113
ZQN15,07/06/2015,99.8675,99.8725,99.865,99.8675,0.0025,0.00%,86775,876944
ZQN15,06/29/2015,99.865,99.87,99.865,99.865,0,0.00%,104126,857419
ZQN15,06/22/2015,99.865,99.87,99.86,99.865,0,0.00%,47721,884289
ZQN15,06/15/2015,99.86,99.87,99.855,99.865,0.005,0.01%,118774,867062
ZQN15,06/08/2015,99.855,99.865,99.855,99.86,0,0.00%,54123,827839
ZQN15,06/01/2015,99.865,99.865,99.85,99.86,0,0.00%,63669,792756
ZQN15,05/25/2015,99.855,99.865,99.855,99.86,0.005,0.01%,47383,830900
ZQN15,05/18/2015,99.86,99.865,99.855,99.855,-0.005,-0.01%,52339,854859
ZQN15,05/11/2015,99.86,99.865,99.855,99.86,0.005,0.01%,55104,823128
ZQN15,05/04/2015,99.85,99.86,99.845,99.855,0.005,0.01%,59892,781829
ZQN15,04/27/2015,99.855,99.855,99.845,99.85,0,0.00%,69784,786799
ZQN15,04/20/2015,99.85,99.855,99.845,99.85,0,0.00%,38860,778373
ZQN15,04/13/2015,99.835,99.855,99.835,99.85,0.01,0.01%,56105,753126
ZQN15,04/06/2015,99.85,99.85,99.835,99.84,-0.01,-0.01%,42246,725484
ZQN15,03/30/2015,99.835,99.855,99.825,99.85,0.02,0.02%,43482,718820
ZQN15,03/23/2015,99.815,99.84,99.815,99.83,0.015,0.02%,46536,755541
ZQN15,03/16/2015,99.78,99.83,99.775,99.815,0.04,0.04%,93044,759966
ZQN15,03/09/2015,99.755,99.785,99.755,99.775,0.015,0.02%,77616,727508
ZQN15,03/02/2015,99.785,99.795,99.75,99.76,-0.03,-0.03%,63536,668809
ZQK15,02/23/2015,99.865,99.87,99.78,99.79,-0.075,-0.08%,67013,691429
ZQK15,02/16/2015,99.86,99.87,99.855,99.865,0.005,0.01%,47413,681021
ZQK15,02/09/2015,99.845,99.865,99.845,99.86,0.01,0.01%,47188,686120
ZQK15,02/02/2015,99.865,99.865,99.84,99.85,-0.01,-0.01%,72014,702100
ZQK15,01/26/2015,99.86,99.865,99.85,99.86,-0.005,-0.01%,49246,727722
ZQK15,01/19/2015,99.86,99.87,99.855,99.865,-0.005,-0.01%,50788,733571
ZQK15,01/12/2015,99.855,99.875,99.85,99.87,0.02,0.02%,65622,726538
ZQK15,01/05/2015,99.84,99.855,99.835,99.85,0.015,0.02%,67085,694393
ZQK15,12/29/2014,99.825,99.845,99.825,99.835,0.005,0.01%,28798,717723
