Symbol,Time,Open,High,Low,Last,Change,%Chg,Volume,Open Int
ZQN22,05/30/2022,98.605,98.605,98.59,98.595,-0.005,-0.01%,175690,1553381
ZQN22,05/23/2022,98.585,98.605,98.57,98.6,0.01,0.01%,208226,1875722
ZQK22,05/16/2022,99.2325,99.235,98.57,98.59,-0.645,-0.65%,199825,1802604
ZQK22,05/09/2022,99.2325,99.235,99.23,99.235,0.0025,0.00%,245499,1763588
ZQK22,05/02/2022,99.2175,99.2325,99.2075,99.2325,0.0175,0.02%,381745,1686525
ZQJ22,04/25/2022,99.6675,99.6725,99.215,99.215,-0.4525,-0.45%,228504,2024975
ZQJ22,04/18/2022,99.67,99.67,99.6675,99.6675,-0.0025,0.00%,300220,2100355
ZQJ22,04/11/2022,99.6575,99.67,99.6525,99.67,0.015,0.02%,281020,2083756
ZQJ22,04/04/2022,99.66,99.66,99.6525,99.655,-0.0025,0.00%,232563,2053249
ZQJ22,03/28/2022,99.655,99.66,99.65,99.6575,0.0025,0.00%,300228,2078517
ZQJ22,03/21/2022,99.66,99.665,99.645,99.655,-0.005,-0.01%,376898,2115088
ZQJ22,03/14/2022,99.655,99.665,99.63,99.66,0,0.00%,526853,2080859
ZQJ22,03/07/2022,99.685,99.695,99.64,99.66,-0.02,-0.02%,314653,1967529
ZQJ22,02/28/2022,99.65,99.7,99.63,99.68,0.08,0.08%,580855,1890721
ZQJ22,02/21/2022,99.61,99.655,99.56,99.6,-0.005,-0.01%,496504,2095206
ZQJ22,02/14/2022,99.56,99.615,99.495,99.605,0.06,0.06%,363176,2017177
ZQJ22,02/07/2022,99.56,99.6,99.43,99.545,-0.015,-0.02%,603889,1852790
ZQJ22,01/31/2022,99.615,99.645,99.545,99.56,-0.065,-0.07%,380148,1715545
ZQJ22,01/24/2022,99.66,99.69,99.585,99.625,-0.04,-0.04%,529941,1808824
ZQJ22,01/17/2022,99.67,99.67,99.635,99.665,-0.01,-0.01%,378173,1736958
ZQJ22,01/10/2022,99.7,99.71,99.675,99.675,-0.03,-0.03%,280125,1556321
ZQG22,01/03/2022,99.905,99.915,99.695,99.705,-0.2,-0.20%,249665,1353442
ZQG22,12/27/2021,99.91,99.915,99.905,99.905,0,0.00%,57409,1354055
ZQG22,12/20/2021,99.905,99.91,99.9,99.905,0,0.00%,77419,1367884
ZQG22,12/13/2021,99.905,99.91,99.89,99.905,0,0.00%,243948,1346531
ZQG22,12/06/2021,99.91,99.91,99.905,99.905,-0.005,-0.01%,165276,1339644
ZQG22,11/29/2021,99.915,99.92,99.905,99.91,-0.005,-0.01%,328701,1341898
ZQG22,11/22/2021,99.91,99.92,99.905,99.915,0.005,0.01%,279575,1306677
ZQG22,11/15/2021,99.915,99.92,99.905,99.91,0,0.00%,175592,1227119
ZQG22,11/08/2021,99.92,99.92,99.91,99.91,-0.01,-0.01%,126932,1172918
ZQG22,11/01/2021,99.91,99.925,99.91,99.92,0.01,0.01%,235233,1162108
ZQG22,10/25/2021,99.905,99.915,99.905,99.91,0.005,0.01%,200377,1266367
ZQV21,10/18/2021,99.9225,99.925,99.905,99.905,-0.0175,-0.02%,259359,1247642
ZQV21,10/11/2021,99.9225,99.925,99.92,99.9225,0,0.00%,161755,1201463
ZQV21,10/04/2021,99.92,99.925,99.92,99.9225,0.0025,0.00%,107426,1132304
ZQV21,09/27/2021,99.92,99.925,99.9175,99.92,0,0.00%,102224,1146477
ZQV21,09/20/2021,99.92,99.925,99.915,99.92,0,0.00%,83150,1130336
ZQV21,09/13/2021,99.925,99.93,99.915,99.92,-0.005,-0.01%,86369,1078353
ZQU21,09/06/2021,99.9275,99.93,99.92,99.925,0,0.00%,49820,1006017
ZQU21,08/30/2021,99.9175,99.9275,99.915,99.925,0.02,0.02%,62563,988569
ZQQ21,08/23/2021,99.9075,99.9075,99.905,99.905,0,0.00%,63064,1049211
ZQQ21,08/16/2021,99.9025,99.9075,99.9025,99.905,0.0025,0.00%,62127,1023906
ZQQ21,08/09/2021,99.9025,99.905,99.9025,99.9025,0,0.00%,40579,992290
ZQQ21,08/02/2021,99.9075,99.91,99.9025,99.9025,-0.0075,-0.01%,68003,974868
ZQN21,07/26/2021,99.9,99.91,99.9,99.91,0.01,0.01%,66229,1063009
ZQN21,07/19/2021,99.9025,99.905,99.9,99.9,-0.0025,0.00%,75920,1096113
ZQN21,07/12/2021,99.9025,99.905,99.9025,99.9025,0,0.00%,85330,1078439
ZQN21,07/05/2021,99.9025,99.905,99.9025,99.9025,0,0.00%,68776,1028083
ZQN21,06/28/2021,99.905,99.91,99.9025,99.9025,-0.0025,0.00%,51786,1024625
ZQN21,06/21/2021,99.905,99.91,99.9,99.905,0.005,0.01%,117063,1066791
ZQN21,06/14/2021,99.93,99.93,99.895,99.9,-0.025,-0.03%,237297,1063791
ZQN21,06/07/2021,99.92,99.93,99.92,99.925,0.005,0.01%,60852,1059352
ZQN21,05/31/2021,99.92,99.925,99.915,99.92,0,0.00%,69228,1030356
ZQK21,05/24/2021,99.9425,99.9425,99.915,99.92,-0.02,-0.02%,91012,1105675
ZQK21,05/17/2021,99.94,99.9425,99.9375,99.94,0.0025,0.00%,80035,1095294
ZQK21,05/10/2021,99.9375,99.94,99.935,99.9375,0,0.00%,41414,1049410
ZQK21,05/03/2021,99.93,99.9375,99.925,99.9375,0.0075,0.01%,107395,1001807
ZQJ21,04/26/2021,99.93,99.935,99.92,99.93,0,0.00%,99403,1045183
ZQJ21,04/19/2021,99.93,99.9325,99.9275,99.93,0,0.00%,40171,1058370
ZQJ21,04/12/2021,99.9325,99.9325,99.9275,99.93,-0.0025,0.00%,88881,1043582
ZQJ21,04/05/2021,99.9375,99.9375,99.93,99.9325,-0.005,-0.01%,73218,1020222
ZQJ21,03/29/2021,99.935,99.9425,99.9325,99.9375,0.0025,0.00%,90966,1057720
ZQJ21,03/22/2021,99.935,99.94,99.93,99.935,0,0.00%,89899,1098169
ZQJ21,03/15/2021,99.93,99.94,99.92,99.935,0.005,0.01%,144279,1065687
ZQJ21,03/08/2021,99.93,99.935,99.925,99.93,0,0.00%,85957,1020012
ZQJ21,03/01/2021,99.925,99.93,99.92,99.93,0.01,0.01%,90264,995896
ZQG21,02/22/2021,99.9275,99.93,99.915,99.92,-0.0075,-0.01%,132506,1156837
ZQG21,02/15/2021,99.9275,99.9275,99.9225,99.9275,0,0.00%,97780,1166634
ZQG21,02/08/2021,99.935,99.9375,99.925,99.9275,-0.0075,-0.01%,80839,1130521
ZQG21,02/01/2021,99.94,99.94,99.9275,99.935,-0.005,-0.01%,120719,1061905
ZQG21,01/25/2021,99.925,99.945,99.92,99.94,0.02,0.02%,161788,1094582
ZQF21,01/18/2021,99.9125,99.925,99.91,99.92,0.01,0.01%,66208,1070343
ZQF21,01/11/2021,99.915,99.915,99.91,99.91,-0.0025,0.00%,49864,1040879
ZQF21,01/04/2021,99.9175,99.92,99.9125,99.9125,-0.0075,-0.01%,92680,1007997
ZQF21,12/28/2020,99.915,99.92,99.915,99.92,0.005,0.01%,25709,1077837
ZQF21,12/21/2020,99.915,99.92,99.91,99.915,0.005,0.01%,46495,1097280
ZQF21,12/14/2020,99.92,99.92,99.91,99.91,-0.01,-0.01%,74906,1077746
ZQF21,12/07/2020,99.92,99.925,99.915,99.92,0.005,0.01%,109535,1006034
ZQF21,11/30/2020,99.92,99.925,99.915,99.915,-0.005,-0.01%,76992,962482
ZQX20,11/23/2020,99.91,99.93,99.91,99.92,0.01,0.01%,48544,1077689
ZQX20,11/16/2020,99.91,99.915,99.91,99.91,0,0.00%,63918,1092509
ZQX20,11/09/2020,99.91,99.9125,99.91,99.91,0,0.00%,81802,1107204
ZQX20,11/02/2020,99.9125,99.915,99.91,99.91,-0.005,-0.01%,66544,1068493
ZQV20,10/26/2020,99.9125,99.92,99.91,99.915,0.005,0.01%,68052,1279192
ZQV20,10/19/2020,99.91,99.9125,99.91,99.91,0,0.00%,34258,1345173
ZQV20,10/12/2020,99.9125,99.9125,99.91,99.91,-0.0025,0.00%,41973,1347242
ZQV20,10/05/2020,99.915,99.9175,99.91,99.9125,-0.005,-0.01%,82552,1339394
ZQV20,09/28/2020,99.9175,99.92,99.915,99.9175,-0.0025,0.00%,66760,1412672
ZQV20,09/21/2020,99.915,99.92,99.915,99.92,0.005,0.01%,87254,1466340
ZQV20,09/14/2020,99.915,99.92,99.91,99.915,0,0.00%,80657,1428865
ZQV20,09/07/2020,99.925,99.925,99.91,99.915,-0.005,-0.01%,80547,1417331
ZQV20,08/31/2020,99.925,99.93,99.92,99.92,-0.01,-0.01%,96554,1374640
ZQV20,08/24/2020,99.935,99.935,99.925,99.93,-0.005,-0.01%,121362,1535110
ZQV20,08/17/2020,99.925,99.935,99.92,99.935,0.015,0.02%,67121,1515128
ZQV20,08/10/2020,99.935,99.935,99.92,99.92,-0.015,-0.02%,116724,1508628
ZQV20,08/03/2020,99.935,99.94,99.93,99.935,-0.005,-0.01%,85992,1552374
ZQV20,07/27/2020,99.945,99.945,99.935,99.94,-0.005,-0.01%,109755,1670272
ZQV20,07/20/2020,99.945,99.945,99.935,99.945,0.005,0.01%,57799,1687043
ZQV20,07/13/2020,99.95,99.95,99.94,99.94,-0.005,-0.01%,63070,1688811
ZQV20,07/06/2020,99.95,99.955,99.945,99.945,-0.005,-0.01%,78288,1670928
ZQV20,06/29/2020,99.955,99.96,99.945,99.95,0,0.00%,102567,1680834
ZQV20,06/22/2020,99.94,99.96,99.94,99.95,0.01,0.01%,85908,1762725
ZQV20,06/15/2020,99.935,99.945,99.925,99.94,0.01,0.01%,105706,1731899
ZQN20,06/08/2020,99.94,99.955,99.915,99.93,-0.005,-0.01%,237735,1629795
ZQN20,06/01/2020,99.95,99.95,99.935,99.935,-0.015,-0.02%,175735,1589393
ZQN20,05/25/2020,99.95,99.955,99.94,99.95,0,0.00%,127045,1752619
ZQN20,05/18/2020,99.945,99.955,99.925,99.95,0,0.00%,192704,1809831
ZQK20,05/11/2020,99.95,99.95,99.945,99.95,0.0025,0.00%,196908,1770901
ZQK20,05/04/2020,99.9525,99.955,99.9475,99.9475,-0.005,-0.01%,307231,1623228
ZQK20,04/27/2020,99.9225,99.9575,99.92,99.9525,0.0275,0.03%,276040,1680417
ZQK20,04/20/2020,99.92,99.93,99.92,99.925,0.005,0.01%,164298,1703259
ZQK20,04/13/2020,99.92,99.925,99.91,99.92,0.005,0.01%,152800,1616601
ZQK20,04/06/2020,99.925,99.925,99.9,99.915,-0.01,-0.01%,220768,1557142
ZQK20,03/30/2020,99.93,99.935,99.92,99.925,-0.005,-0.01%,202812,1521169
ZQJ20,03/23/2020,99.89,99.935,99.88,99.93,0.04,0.04%,236265,1700645
ZQJ20,03/16/2020,99.93,99.935,99.845,99.89,0.05,0.05%,488143,1753156
ZQJ20,03/09/2020,99.58,99.87,99.55,99.84,0.35,0.35%,855215,1945054
ZQJ20,03/02/2020,98.835,99.565,98.82,99.49,0.7,0.71%,1213006,1792914
ZQJ20,02/24/2020,98.435,98.795,98.435,98.79,0.355,0.36%,1178803,2001116
ZQJ20,02/17/2020,98.44,98.45,98.425,98.435,0.0175,0.02%,410033,1933399
ZQG20,02/10/2020,98.4125,98.4175,98.41,98.4175,0.005,0.01%,267101,1789272
ZQG20,02/03/2020,98.4125,98.415,98.4075,98.4125,0.0025,0.00%,352764,1677311
ZQG20,01/27/2020,98.425,98.43,98.405,98.41,-0.01,-0.01%,500399,1946838
ZQG20,01/20/2020,98.42,98.425,98.415,98.42,0,0.00%,221517,1911844
ZQG20,01/13/2020,98.425,98.43,98.415,98.42,-0.005,-0.01%,169242,1857348
ZQG20,01/06/2020,98.43,98.44,98.42,98.425,0,0.00%,219024,1799983
ZQF20,12/30/2019,98.4425,98.45,98.42,98.425,-0.015,-0.02%,234796,1739781
ZQF20,12/23/2019,98.44,98.445,98.435,98.44,-0.005,-0.01%,62360,1891316
ZQF20,12/16/2019,98.445,98.45,98.435,98.445,0,0.00%,146785,1874497
ZQF20,12/09/2019,98.445,98.445,98.435,98.445,0.005,0.01%,215798,1851332
ZQF20,12/02/2019,98.44,98.45,98.435,98.44,0,0.00%,259806,1830211
ZQF20,11/25/2019,98.45,98.455,98.44,98.44,-0.01,-0.01%,222212,2117379
ZQF20,11/18/2019,98.46,98.47,98.45,98.45,-0.01,-0.01%,292532,2064336
ZQF20,11/11/2019,98.455,98.47,98.45,98.46,0.005,0.01%,174430,1964277
ZQF20,11/04/2019,98.475,98.475,98.45,98.455,-0.015,-0.02%,305092,1897937
ZQX19,10/28/2019,98.3825,98.51,98.38,98.47,0.085,0.09%,410841,2112697
ZQX19,10/21/2019,98.38,98.39,98.375,98.385,0.005,0.01%,218308,2285729
ZQX19,10/14/2019,98.35,98.385,98.33,98.38,0.045,0.05%,327437,2209973
ZQX19,10/07/2019,98.35,98.395,98.31,98.335,-0.01,-0.01%,426952,2008057
ZQX19,09/30/2019,98.245,98.375,98.24,98.345,0.195,0.20%,381599,1965448
ZQV19,09/23/2019,98.14,98.15,98.1,98.15,0.015,0.02%,363716,2107114
ZQV19,09/16/2019,98.115,98.145,98.085,98.135,0.03,0.03%,737343,2110917
ZQV19,09/09/2019,98.135,98.14,98.105,98.105,-0.03,-0.03%,460750,2027122
ZQV19,09/02/2019,98.155,98.195,98.13,98.135,-0.02,-0.02%,464863,1955477
ZQV19,08/26/2019,98.22,98.225,98.14,98.155,-0.03,-0.03%,348640,2153170
ZQQ19,08/19/2019,97.8725,98.195,97.865,98.185,0.3125,0.32%,385691,1988236
ZQQ19,08/12/2019,97.87,97.8875,97.865,97.8725,0.0025,0.00%,346140,1900629
ZQQ19,08/05/2019,97.85,97.885,97.85,97.87,0.02,0.02%,447870,1908011
ZQQ19,07/29/2019,97.9,97.9425,97.845,97.85,-0.035,-0.04%,610520,2120332
ZQQ19,07/22/2019,97.895,97.91,97.885,97.885,-0.015,-0.02%,353156,2270165
ZQQ19,07/15/2019,97.905,98.02,97.875,97.9,-0.005,-0.01%,483732,2219867
ZQQ19,07/08/2019,97.865,97.93,97.835,97.905,0.04,0.04%,472803,2120401
ZQQ19,07/01/2019,97.92,97.945,97.835,97.865,-0.09,-0.09%,404966,2059548
ZQN19,06/24/2019,97.64,97.96,97.63,97.955,0.32,0.33%,365964,2248797
ZQN19,06/17/2019,97.67,97.695,97.63,97.635,-0.04,-0.04%,733598,2284583
ZQN19,06/10/2019,97.665,97.7,97.65,97.675,-0.005,-0.01%,479801,2261168
ZQN19,06/03/2019,97.65,97.71,97.64,97.68,0.03,0.03%,770550,2208716
ZQN19,05/27/2019,97.625,97.66,97.62,97.65,0.025,0.03%,536147,2421449
ZQN19,05/20/2019,97.635,97.64,97.62,97.625,-0.01,-0.01%,351514,2322212
ZQN19,05/13/2019,97.64,97.67,97.635,97.635,-0.01,-0.01%,443594,2184643
ZQN19,05/06/2019,97.62,97.65,97.62,97.645,0.03,0.03%,331772,2000662
ZQK19,04/29/2019,97.5825,97.625,97.5775,97.615,0.035,0.04%,450129,1944565
ZQK19,04/22/2019,97.58,97.59,97.57,97.58,-0.005,-0.01%,439713,1958995
ZQJ19,04/15/2019,97.59,97.5925,97.58,97.585,-0.005,-0.01%,235212,1786671
ZQJ19,04/08/2019,97.5925,97.5925,97.5875,97.59,0,0.00%,217757,1768500
ZQJ19,04/01/2019,97.595,97.5975,97.59,97.59,-0.005,-0.01%,249755,1783509
ZQJ19,03/25/2019,97.595,97.6,97.59,97.595,0,0.00%,465194,1847172
ZQJ19,03/18/2019,97.605,97.605,97.59,97.595,-0.005,-0.01%,362331,1770576
ZQJ19,03/11/2019,97.6,97.605,97.595,97.6,0,0.00%,175911,1712767
ZQJ19,03/04/2019,97.595,97.605,97.595,97.6,0.005,0.01%,190437,1655278
ZQJ19,02/25/2019,97.6,97.6,97.595,97.595,-0.005,-0.01%,261447,1792552
ZQJ19,02/18/2019,97.6,97.605,97.595,97.6,-0.005,-0.01%,193831,1840655
ZQJ19,02/11/2019,97.605,97.61,97.6,97.605,-0.005,-0.01%,141820,1827860
ZQG19,02/04/2019,97.6,97.61,97.595,97.61,0.01,0.01%,188972,1792147
ZQF19,01/28/2019,97.5975,97.6025,97.595,97.6,0.0025,0.00%,298960,1928716
ZQF19,01/21/2019,97.5975,97.6,97.5975,97.5975,0,0.00%,180539,2032495
ZQF19,01/14/2019,97.5975,97.6,97.5975,97.5975,0,0.00%,261946,2031916
ZQF19,01/07/2019,97.6,97.6,97.5975,97.5975,-0.0025,0.00%,304828,2019870
ZQF19,12/31/2018,97.5975,97.6025,97.5975,97.6,0,0.00%,532982,2088098
ZQF19,12/24/2018,97.6,97.61,97.595,97.6,0,0.00%,226229,2253225
ZQF19,12/17/2018,97.62,97.645,97.595,97.6,-0.02,-0.02%,583698,2210048
ZQF19,12/10/2018,97.625,97.64,97.61,97.62,-0.005,-0.01%,351058,2068775
ZQZ18,12/03/2018,97.725,97.7275,97.605,97.625,-0.1,-0.10%,361739,1932397
ZQZ18,11/26/2018,97.72,97.73,97.715,97.725,0.005,0.01%,366167,1951281
ZQZ18,11/19/2018,97.725,97.73,97.715,97.72,0,0.00%,260510,1914668
ZQZ18,11/12/2018,97.71,97.725,97.705,97.72,0.01,0.01%,271188,1811579
ZQZ18,11/05/2018,97.72,97.73,97.705,97.71,-0.01,-0.01%,177071,1797537
ZQZ18,10/29/2018,97.73,97.735,97.72,97.72,-0.01,-0.01%,248729,1847445
ZQZ18,10/22/2018,97.72,97.74,97.715,97.73,0.01,0.01%,316278,1866746
ZQZ18,10/15/2018,97.735,97.74,97.715,97.72,-0.015,-0.02%,283403,1819572
ZQZ18,10/08/2018,97.73,97.75,97.725,97.735,0.005,0.01%,214211,1767227
ZQZ18,10/01/2018,97.745,97.745,97.73,97.73,-0.015,-0.02%,321149,1777360
ZQV18,09/24/2018,97.83,97.835,97.74,97.745,-0.085,-0.09%,226239,1834213
ZQV18,09/17/2018,97.835,97.835,97.825,97.83,-0.005,-0.01%,221467,1786076
ZQV18,09/10/2018,97.84,97.845,97.83,97.835,-0.005,-0.01%,235692,1777168
ZQV18,09/03/2018,97.84,97.845,97.84,97.84,-0.005,-0.01%,171491,1823939
ZQV18,08/27/2018,97.845,97.845,97.84,97.845,0,0.00%,108180,1975459
ZQV18,08/20/2018,97.855,97.865,97.84,97.845,-0.01,-0.01%,164937,1952777
ZQV18,08/13/2018,97.87,97.87,97.85,97.855,-0.01,-0.01%,211463,1910479
ZQV18,08/06/2018,97.86,97.87,97.85,97.865,0.005,0.01%,175503,1789061
ZQV18,07/30/2018,97.85,97.86,97.85,97.86,0.005,0.01%,116185,1806036
ZQV18,07/23/2018,97.86,97.865,97.85,97.855,-0.005,-0.01%,121923,1951397
ZQV18,07/16/2018,97.875,97.875,97.85,97.86,-0.015,-0.02%,167213,1896899
ZQV18,07/09/2018,97.885,97.885,97.87,97.875,-0.205,-0.21%,100627,1905222
ZQQ18,07/02/2018,98.075,98.085,98.07,98.08,0.005,0.01%,98898,1914719
ZQQ18,06/25/2018,98.07,98.08,98.065,98.075,0.01,0.01%,166339,2021510
ZQN18,06/18/2018,98.095,98.095,98.055,98.065,-0.025,-0.03%,274914,2045492
ZQN18,06/11/2018,98.09,98.095,98.075,98.09,0,0.00%,427762,1955206
ZQN18,06/04/2018,98.09,98.09,98.08,98.09,0.005,0.01%,214633,1910874
ZQN18,05/28/2018,98.09,98.125,98.08,98.085,0,0.00%,611953,2003455
ZQN18,05/21/2018,98.055,98.095,98.05,98.085,0.03,0.03%,482569,2188274
ZQN18,05/14/2018,98.055,98.06,98.05,98.055,-0.005,-0.01%,207212,2199385
ZQN18,05/07/2018,98.06,98.065,98.055,98.06,0,0.00%,173404,2174878
ZQN18,04/30/2018,98.07,98.075,98.06,98.06,-0.005,-0.01%,209982,2174438
ZQN18,04/23/2018,98.085,98.085,98.065,98.065,-0.02,-0.02%,185268,2457837
ZQJ18,04/16/2018,98.315,98.315,98.08,98.085,-0.23,-0.23%,214515,2414801
ZQJ18,04/09/2018,98.315,98.3175,98.3125,98.315,-0.0025,0.00%,218127,2370067
ZQJ18,04/02/2018,98.3225,98.325,98.315,98.3175,-0.0075,-0.01%,266819,2338838
ZQJ18,03/26/2018,98.32,98.325,98.32,98.325,0,0.00%,244006,2421061
ZQJ18,03/19/2018,98.325,98.33,98.31,98.325,-0.005,-0.01%,373221,2342193
ZQJ18,03/12/2018,98.335,98.34,98.325,98.33,-0.01,-0.01%,245154,2160552
ZQJ18,03/05/2018,98.35,98.35,98.335,98.34,-0.01,-0.01%,212316,2027553
ZQJ18,02/26/2018,98.34,98.355,98.335,98.35,0.005,0.01%,386482,2097591
ZQJ18,02/19/2018,98.345,98.35,98.34,98.345,0,0.00%,369535,2127856
ZQJ18,02/12/2018,98.37,98.37,98.34,98.345,-0.035,-0.04%,269329,1896833
ZQJ18,02/05/2018,98.36,98.41,98.36,98.38,0.02,0.02%,508538,1687565
ZQG18,01/29/2018,98.575,98.5825,98.35,98.36,-0.215,-0.22%,288289,1605514
ZQG18,01/22/2018,98.585,98.585,98.56,98.575,-0.005,-0.01%,225352,1659265
ZQF18,01/15/2018,98.585,98.5875,98.58,98.58,-0.0075,-0.01%,175726,1542785
ZQF18,01/08/2018,98.5875,98.5875,98.585,98.5875,0,0.00%,153171,1481477
ZQF18,01/01/2018,98.5925,98.5925,98.585,98.5875,-0.0075,-0.01%,188359,1423710
ZQF18,12/25/2017,98.595,98.595,98.59,98.595,0,0.00%,44550,1464655
ZQF18,12/18/2017,98.595,98.6,98.59,98.595,-0.005,-0.01%,108180,1468344
ZQF18,12/11/2017,98.6,98.605,98.59,98.6,-0.005,-0.01%,216682,1472478
ZQF18,12/04/2017,98.605,98.605,98.6,98.605,-0.005,-0.01%,156318,1437794
ZQF18,11/27/2017,98.605,98.61,98.6,98.61,0,0.00%,198065,1458284
ZQF18,11/20/2017,98.61,98.61,98.605,98.61,0,0.00%,99068,1461229
ZQF18,11/13/2017,98.615,98.625,98.605,98.61,-0.005,-0.01%,143292,1418109
ZQF18,11/06/2017,98.62,98.62,98.61,98.615,-0.005,-0.01%,109699,1372388
ZQF18,10/30/2017,98.63,98.635,98.615,98.62,-0.01,-0.01%,131320,1400605
ZQF18,10/23/2017,98.635,98.64,98.62,98.63,-0.01,-0.01%,123971,1565886
ZQF18,10/16/2017,98.66,98.66,98.63,98.64,-0.02,-0.02%,142624,1532079
ZQF18,10/09/2017,98.65,98.67,98.645,98.66,0.01,0.01%,119150,1551364
ZQF18,10/02/2017,98.67,98.68,98.635,98.65,-0.03,-0.03%,162779,1513970
ZQF18,09/25/2017,98.68,98.695,98.66,98.68,0,0.00%,180281,1584088
ZQF18,09/18/2017,98.725,98.73,98.67,98.68,-0.045,-0.05%,197378,1646004
ZQF18,09/11/2017,98.785,98.785,98.715,98.725,-0.06,-0.06%,186952,1724709
ZQF18,09/04/2017,98.76,98.8,98.755,98.785,0.03,0.03%,270520,1703692
ZQF18,08/28/2017,98.755,98.78,98.75,98.755,0,0.00%,155556,1699146
ZQF18,08/21/2017,98.75,98.77,98.745,98.755,0,0.00%,116342,1698050
ZQF18,08/14/2017,98.77,98.77,98.73,98.755,-0.015,-0.02%,141166,1641768
ZQV17,08/07/2017,98.835,98.84,98.735,98.77,-0.065,-0.07%,145880,1535314
ZQV17,07/31/2017,98.835,98.84,98.83,98.835,0,0.00%,103224,1466833
ZQV17,07/24/2017,98.825,98.84,98.815,98.835,0.01,0.01%,153334,1664274
ZQV17,07/17/2017,98.82,98.83,98.815,98.825,0.005,0.01%,101578,1637627
ZQV17,07/10/2017,98.805,98.825,98.8,98.82,0.02,0.02%,150008,1591381
ZQV17,07/03/2017,98.8,98.805,98.78,98.8,0.005,0.01%,190366,1559038
ZQN17,06/26/2017,98.85,98.85,98.795,98.795,-0.055,-0.06%,141649,1679173
ZQN17,06/19/2017,98.845,98.855,98.845,98.85,0,0.00%,143226,1740507
ZQN17,06/12/2017,98.86,98.875,98.845,98.85,-0.01,-0.01%,349563,1705813
ZQN17,06/05/2017,98.865,98.875,98.855,98.86,-0.01,-0.01%,135512,1625145
ZQN17,05/29/2017,98.89,98.9,98.865,98.87,-0.02,-0.02%,264142,1589574
ZQN17,05/22/2017,98.91,98.91,98.885,98.89,-0.025,-0.03%,204132,1676666
ZQN17,05/15/2017,98.915,98.96,98.905,98.915,-0.005,-0.01%,314218,1567315
ZQN17,05/08/2017,98.9,98.925,98.885,98.92,0.015,0.02%,269212,1431084
ZQK17,05/01/2017,99.0925,99.095,98.895,98.905,-0.19,-0.19%,206951,1307735
ZQJ17,04/24/2017,99.105,99.1075,99.09,99.095,-0.0125,-0.01%,194497,1602201
ZQJ17,04/17/2017,99.1075,99.1075,99.105,99.1075,0,0.00%,188606,1674544
ZQJ17,04/10/2017,99.105,99.1075,99.105,99.1075,0,0.00%,181163,1658571
ZQJ17,04/03/2017,99.1075,99.11,99.105,99.1075,-0.0025,0.00%,234772,1586752
ZQJ17,03/27/2017,99.11,99.11,99.105,99.11,0,0.00%,131567,1649459
ZQJ17,03/20/2017,99.11,99.11,99.105,99.11,0,0.00%,155167,1646980
ZQJ17,03/13/2017,99.115,99.12,99.105,99.11,-0.01,-0.01%,244307,1584294
ZQJ17,03/06/2017,99.14,99.14,99.115,99.12,-0.02,-0.02%,304977,1439772
ZQJ17,02/27/2017,99.275,99.275,99.13,99.14,-0.135,-0.14%,564965,1452100
ZQJ17,02/20/2017,99.295,99.295,99.275,99.275,-0.015,-0.02%,445748,1581857
ZQJ17,02/13/2017,99.3,99.305,99.26,99.29,-0.015,-0.02%,364581,1368408
ZQJ17,02/06/2017,99.305,99.32,99.3,99.305,0.005,0.01%,162169,1224895
ZQJ17,01/30/2017,99.285,99.32,99.265,99.3,0.02,0.02%,255035,1150908
ZQJ17,01/23/2017,99.295,99.305,99.27,99.28,-0.01,-0.01%,142537,1138991
ZQJ17,01/16/2017,99.29,99.3,99.27,99.29,0,0.00%,179484,1018592
ZQJ17,01/09/2017,99.28,99.31,99.28,99.29,0.01,0.01%,135251,992087
ZQJ17,01/02/2017,99.29,99.295,99.275,99.28,-0.01,-0.01%,200985,916836
ZQJ17,12/26/2016,99.285,99.295,99.285,99.29,0,0.00%,25562,954804
ZQJ17,12/19/2016,99.29,99.3,99.285,99.29,0.005,0.01%,49507,996590
ZQF17,12/12/2016,99.355,99.36,99.265,99.285,-0.075,-0.08%,207350,967501
ZQF17,12/05/2016,99.365,99.365,99.355,99.36,-0.005,-0.01%,89422,902585
ZQF17,11/28/2016,99.37,99.375,99.36,99.365,-0.005,-0.01%,104958,909696
ZQF17,11/21/2016,99.375,99.38,99.365,99.37,-0.01,-0.01%,124704,958929
ZQF17,11/14/2016,99.415,99.415,99.375,99.38,-0.035,-0.04%,130309,917036
ZQF17,11/07/2016,99.43,99.515,99.395,99.415,-0.02,-0.02%,235271,890453
ZQX16,10/31/2016,99.5825,99.5975,99.42,99.435,-0.15,-0.15%,163791,892563
ZQV16,10/24/2016,99.6025,99.605,99.58,99.585,-0.02,-0.02%,88958,1184119
ZQV16,10/17/2016,99.6025,99.605,99.6025,99.605,0,0.00%,85014,1143526
ZQV16,10/10/2016,99.6075,99.6075,99.6025,99.605,0,0.00%,100773,1118252
ZQV16,10/03/2016,99.61,99.61,99.6025,99.605,-0.005,-0.01%,169841,1101413
ZQV16,09/26/2016,99.605,99.61,99.605,99.61,0,0.00%,116204,1124514
ZQV16,09/19/2016,99.58,99.61,99.56,99.61,0.035,0.04%,222579,1133925
ZQV16,09/12/2016,99.55,99.585,99.55,99.575,0.025,0.03%,141460,1064909
ZQV16,09/05/2016,99.55,99.575,99.52,99.55,0.005,0.01%,204722,1017114
